gameid,msgTime,roundNum,role,contents,totalLength,thinksHuman,comments,ratePartner,nativeEnglish,numRawWords
5361-f,1459986819087,5,director,"he has a square head, he is facing to the right, it kind of looks like his hands are outstretched",2859644,yes,Shockingly fun!,loved,yes,20
5361-f,1459986822973,5,director,2 is the small animal,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986831390,5,director,"3 is the J, or dancing figure",2859644,yes,Shockingly fun!,loved,yes,7
5361-f,1459986838181,5,director,4 is the man leaning over,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459986841901,5,director,5 is the laying down man,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459986849608,5,director,6 is the kicking penguin,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986861794,5,director,"7 is the straight edge on the left, jagged right side, diamond on top",2859644,yes,Shockingly fun!,loved,yes,14
5361-f,1459986883976,5,director,"8 is the 'pope' or guy with his arm outstretched, he is facing to the left",2859644,yes,Shockingly fun!,loved,yes,16
5361-f,1459986886744,5,director,9 is  ¯\_(ツ)_/¯,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459986890407,5,director,10 is the sack,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459986893803,5,director,11 is bunny ears,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459986899764,5,director,12 is the praying guy (who faces right),2859644,yes,Shockingly fun!,loved,yes,8
5361-f,1459986933423,5,director,you could try describing some of them to me if you're not sure what they're supposed to be or ask clarification? idk what to do haha,2859644,yes,Shockingly fun!,loved,yes,26
5361-f,1459986948104,5,matcher,Okay,2815955,yes,It was very nice,loved,yes,1
5361-f,1459986950942,5,matcher,1,2815955,yes,It was very nice,loved,yes,1
5361-f,1459987012020,5,matcher,The crouching guy´s feet are a triangle?,2815955,yes,It was very nice,loved,yes,7
5361-f,1459987039551,5,director,sort of. how would you describe the praying guy's feet?,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459987047977,5,director,which is supposed to be 12,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459987059711,5,matcher,a small triangle?,2815955,yes,It was very nice,loved,yes,3
5361-f,1459987064812,5,matcher,In the left?,2815955,yes,It was very nice,loved,yes,3
5361-f,1459987074293,5,director,yeah like pointing up,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459987133532,5,director,so yeah 1's feet are kind of like a triangle. it really just looks like a person wearing a floor length dress and they're bending at the knees,2859644,yes,Shockingly fun!,loved,yes,28
5361-f,1459987172699,5,matcher,Okay lets try,2815955,yes,It was very nice,loved,yes,3
5361-f,1459987179645,6,director,dang!,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459987181562,6,matcher,I give up,2815955,yes,It was very nice,loved,yes,3
5361-f,1459987182990,6,matcher,Haha,2815955,yes,It was very nice,loved,yes,1
5361-f,1459987185696,6,matcher,:(,2815955,yes,It was very nice,loved,yes,1
5361-f,1459987189290,6,director,hahahha we will GET THIS!!,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459987202284,6,matcher,Last round I think ahah,2815955,yes,It was very nice,loved,yes,5
5361-f,1459987210703,6,director,yep! it'll be good tho,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459987215618,6,director,1 is the kicking penguin,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459987218205,6,director,2 is  ¯\_(ツ)_/¯,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459987228945,6,director,"3 is the straight left side, jagged right side, diamond on top",2859644,yes,Shockingly fun!,loved,yes,12
5361-f,1459987232478,6,director,4 is the laying down man,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459987268126,6,director,"5 is the pope guy, again facing left",2859644,yes,Shockingly fun!,loved,yes,8
5361-f,1459987281589,6,director,"or like, his 'arm' is coming out the left side",2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459987308440,6,director,"6 is the crouching man, who faces right. his body kind has an 'S' shape at the bottom, if that helps to describe.",2859644,yes,Shockingly fun!,loved,yes,23
5361-f,1459987359929,6,director,"7 is the praying man. he looks a lot like the crouching man, but has a big pointy triangle for his 'feet.' also there is a triangle below his head, that kind of looks like a hood, if that helps",2859644,yes,Shockingly fun!,loved,yes,40
5361-f,1459987364468,6,director,8 is bunny ears,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459987367729,6,director,9 is the small animal,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459987369922,6,director,10 is the sack,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459987375614,6,director,11 is the leaning over man with his leg out,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459987378740,6,director,12 is the dancing person,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459987404778,6,director,"before you enter, how would you describe the praying man, and the the dancing person?",2859644,yes,Shockingly fun!,loved,yes,15
5361-f,1459987412408,6,director,just so i can make sure nothing is getting switched up,2859644,yes,Shockingly fun!,loved,yes,11
5361-f,1459987417464,6,director,or try anyway,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459987467244,6,matcher,I am just confused between 9 and 12,2815955,yes,It was very nice,loved,yes,8
5361-f,1459987474544,6,director,okey doke,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459987476207,6,director,yeah,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459987479699,6,matcher,The 9,2815955,yes,It was very nice,loved,yes,2
5361-f,1459987501184,6,matcher,The triangles are on the same level? And the square is on top?,2815955,yes,It was very nice,loved,yes,13
5361-f,1459987513443,6,director,yes pretty much,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459987519120,6,matcher,Alright,2815955,yes,It was very nice,loved,yes,1
5361-f,1459987521282,6,matcher,Lets try,2815955,yes,It was very nice,loved,yes,2
5361-f,1459987524542,6,director,waith,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459987526729,6,director,*wait hah,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459987532199,6,matcher,Haha what?,2815955,yes,It was very nice,loved,yes,2
5361-f,1459987566154,6,director,nm haha,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459987591280,6,matcher,It was really nice to work with you! You are good at this haha me not much,2815955,yes,It was very nice,loved,yes,17
5361-f,1459987593531,6,matcher,But thanks,2815955,yes,It was very nice,loved,yes,2
5361-f,1459987621562,6,director,"oh thanks! no you have the hard job for sure!! ive just been talking nonsense this whole time lol. its been real, thanks!",2859644,yes,Shockingly fun!,loved,yes,23
5361-f,1459987647878,6,matcher,Haha same same,2815955,yes,It was very nice,loved,yes,3
5361-f,1459987650222,6,matcher,Byeee c:,2815955,yes,It was very nice,loved,yes,2
4532-0,1459985556781,1,director,"image one has a square on the very top,",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,9
4532-0,1459985564979,1,director,and 2 triangles pointing to the right,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,7
4532-0,1459985578298,1,director,with a 90 degree angle on the bottom left,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,9
4532-0,1459985587805,1,matcher,"Is the top square almost horizontal, just slightly tilted down to left?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,12
4532-0,1459985605867,1,director,"top square is sideways, corners are up/down left/right",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,8
4532-0,1459985614875,1,director,and very close to the top of the box,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,9
4532-0,1459985628006,1,matcher,"got it, 2?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985642421,1,director,looks like a lady with her head leaned back and a long dress behind her,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,15
4532-0,1459985664882,1,director,"square on the top, rhombus bottom",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,6
4532-0,1459985692375,1,matcher,Does she have a triangular ponty tail to right?,2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,9
4532-0,1459985695551,1,director,yeah,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,1
4532-0,1459985701308,1,director,wait,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,1
4532-0,1459985703071,1,director,not a tail,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,3
4532-0,1459985708171,1,matcher,"got it, 3?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985710271,1,director,looks more like a foot,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,5
4532-0,1459985724608,1,director,3 looks like a person leaned up against a wall,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,10
4532-0,1459985725958,1,director,sitting,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,1
4532-0,1459985741200,1,director,their back would be to the right with feet out in front,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,12
4532-0,1459985753290,1,matcher,"got it, 4?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985759760,1,director,looksl ike someone waving their arms in the air,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,9
4532-0,1459985764e3,1,director,upward,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,1
4532-0,1459985770997,1,matcher,"got it, 5?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985786704,1,director,"2 triangles pointing opposite directions, square on top triangle bottom left ocrner",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,12
4532-0,1459985794682,1,director,flat on the bottom right side,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,6
4532-0,1459985803217,1,matcher,"got it, 6?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985820641,1,director,"square on the right, almost looks like a bird beak on the left",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,13
4532-0,1459985824503,1,director,one leg up in the air,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,6
4532-0,1459985839057,1,matcher,is leg ulp in air on left?,2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,7
4532-0,1459985841700,1,director,yep,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,1
4532-0,1459985847601,1,matcher,"got it, 7?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985875064,1,director,square on top; kind of looks like a little cocoon with a tail thing to the right,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,17
4532-0,1459985895900,1,director,or a pea pod,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,4
4532-0,1459985905178,1,matcher,"got it, 8?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459985911734,1,director,lookslike a bunny or kangaroo,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,5
4532-0,1459985921446,1,director,has 2 triangles that look like ears on a square,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,10
4532-0,1459985944725,1,matcher,"don't get it, try 9",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,5
4532-0,1459985955043,1,director,its the only one that has 2 triangles at the very top,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,12
4532-0,1459985976234,1,director,9 is a sideways square on top of a anvil looking thing,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,12
4532-0,1459985988298,1,director,"it has a flat side on the left, one point on the right and a cut in on the bottom right",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,21
4532-0,1459986000372,1,matcher,"got 9, 10?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459986018218,1,director,sideways square on top looks like arms outstretched to the left,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,11
4532-0,1459986025399,1,director,triangle at bottom pointed left,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,5
4532-0,1459986042350,1,director,but not the one with the tail,2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,7
4532-0,1459986044598,1,matcher,is this one where triange sticks out in middle to right or not?,2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,13
4532-0,1459986053358,1,director,"no, the right side is perfectly flat",2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,7
4532-0,1459986060721,1,matcher,"got 10, 11?",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,3
4532-0,1459986064393,1,director,11 has the 'tail',2448152,yes,"This was fun, especially at the end when we had our ""code"" down",loved,yes,4
4532-0,1459986079906,1,matcher,"got 11, do 12 and then 8",2216809,yes,"It was intense, hard work, but also fun, especially trying to understand how someone else sees geometrical shapes and how they see the whole image as a person or other common item",loved,yes,7
